EPSG:4326
16.47592207	47.64350399	463.662	2501.095418408543	2452.0052112575277	MAX_0029.JPG	1
16.47592207	47.64350399	463.662	3185.9642304322856	2514.8635196169053	MAX_0142.JPG	1
16.47592207	47.64350399	463.662	2481.578682136333	2992.303831591522	MAX_0030.JPG	1
16.47592207	47.64350399	463.662	3331.0446142173946	2459.967164622537	MAX_0134.JPG	1
16.47592207	47.64350399	463.662	2519.208368219981	1976.516736247553	MAX_0028.JPG	1
16.47592207	47.64350399	463.662	3206.5184762650174	3023.564879443915	MAX_0143.JPG	1
16.47592207	47.64350399	463.662	1885.561956542396	2963.398844044824	MAX_0006.JPG	1
16.47619479	47.64346579	461.732	2664.6155187114678	2773.9724466901303	MAX_0146.JPG	2
16.47619479	47.64346579	461.732	2652.270728096898	2312.5046714699065	MAX_0145.JPG	2
16.47619479	47.64346579	461.732	2326.7918435934853	2366.9273688760127	MAX_0038.JPG	2
16.47619479	47.64346579	461.732	2323.199573880983	2891.9527125931804	MAX_0039.JPG	2
16.47619479	47.64346579	461.732	2111.530175249741	2546.4092264775254	MAX_0061.JPG	2
16.47619479	47.64346579	461.732	2115.08611436373	2038.826538225917	MAX_0060.JPG	2
16.47619479	47.64346579	461.732	2315.233222691669	3393.2904563002626	MAX_0040.JPG	2
16.47599194	47.64329734	461.463	2573.6266373036883	2537.4232611489983	MAX_0119.JPG	3
16.47599194	47.64329734	461.463	2679.019231310082	2337.2719124989053	MAX_0042.JPG	3
16.47599194	47.64329734	461.463	2682.2257353471937	2847.8741832822507	MAX_0043.JPG	3
16.47599194	47.64329734	461.463	2569.108653728155	2066.572618621749	MAX_0118.JPG	3
16.47599194	47.64329734	461.463	2579.260399141144	3116.2063999334014	MAX_0120.JPG	3
16.47599194	47.64329734	461.463	2555.8446651432237	1575.5249894025014	MAX_0117.JPG	3
16.47599194	47.64329734	461.463	3849.8241507453545	2697.192286540911	MAX_0131.JPG	3
16.47604482	47.64312774	460.152	2727.790950432816	2568.427741231903	MAX_0105.JPG	4
16.47604482	47.64312774	460.152	2822.2664755228975	2776.2338801247747	MAX_0055.JPG	4
16.47604482	47.64312774	460.152	2814.9116344886666	2295.109027606915	MAX_0054.JPG	4
16.47604482	47.64312774	460.152	2706.6730661643064	2092.226442743497	MAX_0104.JPG	4
16.47604482	47.64312774	460.152	2748.7780761417416	3071.421329757093	MAX_0106.JPG	4
16.47604482	47.64312774	460.152	2824.4904061709917	3277.999157736903	MAX_0056.JPG	4
16.47604482	47.64312774	460.152	1737.7262802064938	2642.581053632307	MAX_0097.JPG	4
16.47579934	47.64316881	461.928	2299.2967467616454	2516.5284676191122	MAX_0108.JPG	5
16.47579934	47.64316881	461.928	3169.0957803802567	2659.6727112842655	MAX_0046.JPG	5
16.47579934	47.64316881	461.928	3149.355534702106	2182.0776518053763	MAX_0045.JPG	5
16.47579934	47.64316881	461.928	3343.914008548545	2650.7514721719685	MAX_0023.JPG	5
16.47579934	47.64316881	461.928	2127.244133557317	2706.2657118321063	MAX_0094.JPG	5
16.47579934	47.64316881	461.928	2305.775729459801	3042.095844342575	MAX_0109.JPG	5
16.47579934	47.64316881	461.928	3345.2544204770516	3183.0587089422747	MAX_0024.JPG	5
